Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,3220920084.77746,6720492405.83611,20917444919.6394,21475520709.3922,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45310877912.7215,50361201096.4366
GDP (current US$),NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,4471828621.90813,3772851420.24763,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10051659161.1733,10745787406.4491,11337827331.6809
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,3081479800.28769,3877673539.09084,9413002920.97008,8550363974.79243,8729936135.74487,9892702357.56691,9919780071.28764,10601690871.7611,10673516672.6664,9744243531.20119,10001193315.1966,11499803806.5729
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,1880771556.30474,1743506531.32652,5320925102.29496,6190991712.12014,6959697194.02096,8003300198.30166,6028470988.53624,5518901971.40057,6054750320.3278,6373201160.03248,5433038646.51677,6303277590.80083
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,44024178343.0071,93789736842.1053,230813597937.526,202257586267.556,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,296434003328.639,296535930381.12,314500279043.81
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,215089005.235602,624337145.284622,2271646187.5,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4006531188.37977,4222767412.65203,4597083303.50693
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2681912030.49384,2954129565.82965,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,13246412031.4145,14388360064.1162,13100058099.804,14034980333.6615,15288163367.2602
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,2547163582.33149,4306192435.82207,8977149553.24447,8528202278.41067,8741059602.64901,9507645259.93884,9209559295.90132,10145114179.5008,11234045376.1444,10574026838.1945,11279535398.2301,12537750732.4769
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,78476000,110937700,152788700,152617500,164969100,173260300,185210500,190800800,183121300,179697900,194497900,199399247.08
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1019600770.60339,1293654175.2102,3978425880.65663,3670515287.9948,4343665075.37898,5179690135.80186,5225533499.82893,5724227185.17783,5391475277.24326,4844223106.95469,4739298311.39235,5024705934.33687
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,2653480001.34558,4582555124.64952,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13338147523.0124
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,262709948090.735,707906744574.644,1109989038338.86,900045362045.362,1057801282051.28,1180489563964.49,1201090018603.59,1274443078609.46,1314385330073.35,1169622672463.29,1076912039691.17,1149918794765.73
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,147200000,233226300,262868600,279966700,296525300,310502100,326128700,316040600,317999400,315179700,329895600,336427532.88
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,1288429150.51394,6054806100.8468,5439422031.39627,5811604051.96737,7015206498.21955,7284686576.2835,7985349731.46471,7983271110.60446,6512899540.34594,6795741776.1672,8128493432.07741
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2481316053.85316,2647883820.18625,6919241412.09365,5557245122.31576,5350674803.33858,6074884388.58937,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2560785660,1136896123.61298,5623216448.86851,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11183458130.8083,11488046881.0431
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,984297589.359934,4545674527.61096,4159330369.5471,4139192052.98013,4538198498.74896,4087724527.81704,4464261816.25066,4587926230.59573,4052913385.82677,4374130530.97345,4774086094.2078
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,30180108561.9305,38857251336.3448,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,109881398474.953,100593283696.732,103606321692.582,109139484007.429
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,2512079324.07706,5016469068.50898,11494837053.4061,10911698208.1015,10154238250.1818,13131168011.807,14534278446.3087,16018848990.669,16961117243.491,14798399862.4398,11014862241.7342,12333859926.277
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,..,8905066163.58643,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.526,65446402659.1687,59687373958.2574,63225097051.255,69322122755.8536
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2804379662.19611,3908661517.62299,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016272898.9038,12717790504.5002,12786078008.2376,11769045771.9709,11309232187.534,13244597345.4319
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,39333572.3247894,44290951.9252006,49248810.5726872,72751801.046087,103811958.762887,108601538.461538,117020381.931693,100459782.608696,102060129.577055,113884908.36413
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627562402.66027,5494252207.90502,12545438605.3959,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21131983246.1855,24472013233.8472
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,314267667675.178,412807259996.315,936228211513.11,857932759099.75,836389937229.197,893757287201.688,828946812396.788,866680000367.264,879635084124.987,757999453314.269,777227541581.307,826200282501.127
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529310103.83608,2682347064.3642,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45519034243.71,52622842840.2055,133279679482.674,121338622025.111,146583831538.331,168461998741.295,176192886551.397,190785204763.525,200955119873.905,177620948761.31,189285950470.754,205852838254.712
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455483.87097,5107329007.0922,8496965842.2767,8298695144.91507,8758622328.66962,9774316692.15985,10532001129.67,10982972256.3787,11880438824.4494,12611087031.4931,13184989877.5664,13814261535.5434
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,2480673194.99252,1798374468.36362,5403363917.3096,5397121856.35204,5718589799.24366,6409169889.50891,6942209336.19391,7667949382.35442,8229732168.33823,7251323996.0562,7606749314.04003,8119732792.52478
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,30757075595.3681,46386011231.37,208064753766.47,169481317540.364,369062464570.387,411743801711.642,460953836444.364,514966287206.505,568498937587.905,481066152888.967,404652720164.898,375770713742.763
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,939000000,795000000,799000000,733000000,751000000,784000000,845000000,933000000,1242000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,119791683307.507,171315639982.731,462554432624.114,386622457579.95,429130952709.224,498831558925.86,510229136226.902,523502127659.574,499338534779.159,386663139402.707,371075238095.238,398831956477.937
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045513.6541,19507412223.6671,60905331599.4798,48388296488.9467,58642392717.8153,67937581274.3823,76689206762.0286,78938881664.4993,81076723016.9051,68905071521.4564,66824447334.2003,72642652795.8387
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010424928.715,73952374969.7995,170077814106.305,168152775283.032,177406854514.885,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556126820.064,278654637737.69,304951818494.066
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,144769900,196845300,182679900,182843800,193208100,214597500,225269300,245560300,293082900,302699800,291544300
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,12304115000,25155888600,27116635600,29440287600,34686224300,40429734400,45599994000,49921464400,54315722500,57820916600,61838175800
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219730364.99623,3521339699.07407,11670678863.7458,11619541940.4014,14250726289.854,17984816533.1084,21295834133.2309,21261305413.2323,23060047127.6509,20638636035.255,19904808311.6227,21088758484.7485
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5695201563.42495,8195993230.74275,18504130752.9922,15929902138.1363,20030528042.9171,25099681460.8943,24595319573.7548,28965906502.2306,30881166852.3116,27282581335.7964,27424071373.0501,29734895248.9053
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386669.3609,51744749133.213,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201217661645.509,201080662205.002,189926516769.25,191639655121.33,211389272242.157
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,44311593755.7845,81026300310.5641,174195136252.934,168334601260.243,199590775189.305,224143083707.403,250092092997.8,271836123724.555,284584522898.935,292774099014.19,304889079564.681,313595208737.269
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977749036.9844,171885598582.637,533815789473.684,439796160379.475,479321460551.189,528832185770.217,500360816827.883,524234322596.975,545179584720.241,477355617455.896,471400273917.013,524509565263.409
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78721607509.4923,118358489957.619,262007590449.685,243745748819.116,238303443425.21,244895101712.451,216368178659.447,226073492966.495,229629822121.601,199420256049.689,205184480409.024,217571083045.99
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,93639316000,96385638000,98381268000,100351670000,101564800000,102450000000,102445800000,103143500000,105034500000,..
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423.07692,17759890109.8901,115270054945.055,97798351648.3516,125122306346.154,167775274725.275,186833516483.516,198727747252.747,206224725274.725,164641483516.484,152451923076.923,167605219780.22
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38995454545.4545,37438527799.5302,213605065703.283,172611845341.554,166658327826.552,184367381749,171664638717.49,191549024910.604,199493490982.921,177911101680.106,187805922349.231,211803281924.738
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,516814274021.956,259708496267.33,1660844408499.61,1222643696991.85,1524916112078.87,2051661732059.78,2210256976945.38,2297128039058.21,2063662665171.89,1368400705491.02,1284727602173.71,1577524145963.17
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185618.14774,1734938652.21165,4860093843.14162,5378925894.62296,5773084568.14756,6563320570.40862,7334917696.72263,7621923307.70325,8016591927.65923,8277613193.57631,8475681532.52169,9136689514.09479
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766269.755358,269019710.327456,644132488.887141,560959527.824621,643046733.391126,739785121.889922,801168622.338114,804808525.537223,803589511.754069,803985809.166289,786356314.80277,856626506.024096
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,1101897917.81832,2752307016.25897,2363156432.34232,2139072847.68212,2054489852.65499,1800077091.09598,1865374402.54912,1845561894.65304,1569258068.0936,1590707964.60177,1658778453.9103
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,188021168.8418,187821029.033169,197454053.145088,233213522.645348,252560557.083061,302925489.683914,348941656.797257,315520894.931242,354238109.300304,390871568.630082
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,117630271802.403,189514926213.333,519796800000,429097866666.667,528207200000,671238840106.667,735974843360,746647127413.333,756350347333.334,654269902888.715,644935541446.453,683827144288.536
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,5716644272.04692,4679604753.55711,13439023281.4707,12814961485.1001,12948906288.5576,14390776643.965,14225310518.7856,14851057084.776,15304363138.1804,13640668374.1652,14683747153.664,16374743753.4731
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,6540247190.33529,49259526052.7426,42616653299.9115,39460357730.5224,46466728666.6103,40742313861.1374,45519650911.4138,44210806365.6817,37160332465.1645,38299854688.1277,41431648801.1663
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,368584758.942457,614879764.780006,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1059498884.32533,1328091523.8003,1342997305.5023,1375604279.45443,1425929444.32924,1485994387.49716
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.800447,635874002.198748,2505458705.02354,2453899846.89251,2578026297.1676,2942546781.04663,3801862611.3614,4920343194.99503,5015157815.728,4218723875.13704,3556036534.57134,3774270392.41231
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,36152027893.1446,95833932714.6172,192225881687.752,192408387762.118,236421782178.218,275966926379.393,290673681683.604,304454327499.401,311539499644.858,304097759674.134,309763879840.753,323907234412.34
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,12694544692.7374,29114875621.8905,100324627215.468,88945625173.6593,89501012915.7314,98181259740.0919,93413992955.8972,98478349315.3252,100948236941.182,87501423882.4686,89768598023.3903,95769031980.1362
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,..,20342201356.0052,55589849128.4605,50244793831.6199,48013606745.4803,51290792018.1074,46352802765.5763,48116256926.0807,49904928335.3069,43072415017.4321,44708598648.8562,48769655479.2388
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,302515026.890225,435103853.485036,608293860.271816,597765363.128492,681151189.956511,932725578.761845,1063879451.23329,1129787201.75701,1172268295.92617,1154650066.30195,1232699140.37164,1303453616.11974
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,..,..,..,..,..,..,..,6486974549.28725,6568443572.8632,6631336625.14941,6752653098.64515,7368560694.66414
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,115553279480.54,136361854808.496,287099991516.9,297216730668.942,375298134440.469,416878162440.887,396332702639.496,366829390478.954,350904575292.317,317741039197.848,295762685147.667,349419343614.089
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,..,..,..,17273335563.7337,11266779661.0169,14940338983.0508,15099661016.9492,10906867789.8878,2904114903.22912,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,535101248775.71,595402616546.895,1635015380108.39,1499099749930.54,1431616749640.29,1488067258325.2,1336018949805.58,1361854206549.39,1376910811040.88,1197789902774.43,1237255019653.86,1311320015515.99
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173.24014,16330814179.9766,40715240468.9375,42067974595.4411,56728002830.3556,65289915890.3862,68436230407.5235,74294206490.5894,79359306575.5208,80554807486.3911,81788375089.9849,87174682200.4324
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,208740444.444444,420515107.700293,738942555.555555,723209111.111111,705015370.37037,753225962.962963,734462666.666667,788163888.888889,847778185.185185,878281518.518518,909854629.62963,945854481.481481
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,483962430.740741,784159228.703704,1282215407.40741,1262973407.40741,1381968259.25926,1437684814.81481,1436803333.33333,1489928888.88889,1551921037.03704,1649142629.62963,1667078703.7037,1712306555.55556
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240365259.259259,396270000,695428851.851852,674922481.481482,681225962.962963,676129407.407407,692933740.740741,721207148.148148,725185185.185185,756666666.666667,765555555.555555,789629629.62963
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,12408647540.9836,12257418326.0734,54526580231.5568,53150209167.934,65634109236.7736,67327289319.733,68125631150.2939,72065940085.772,82151588418.8325,97156119150,95584380032.2061,117487857142.857
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388300000,892164393.939394,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,4826587057.68724,3278425328.32418,3324385325.26677
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,258154283908.9,259802012617.057,513965650650.119,429657033107.737,488377689564.921,563109663291.177,543880647757.404,578742001487.571,573817719109.402,497918109302.399,514459972806.171,538040458216.997
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,258066552980.132,272055499940.786,554363487120.303,541506500413.565,583782977866.405,699579638638.226,668043614122.87,688504173431.454,709182559935.301,679289166858.236,668745279604.532,678887336848.252
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,12308624283.9787,19325894913.1254,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2629395066.27017,860550305.832491,5161336170.46084,4979481980.35098,5642178579.58438,6522732202.50748,7633049792.09321,8506674782.75471,9236309138.04277,7853450374.0001,6951657158.90093,7145701018.7492
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,4258743262.82876,10185786382.8283,27368386358.131,28573777052.4542,31407908612.0943,33878631649.4157,39087748240.4403,44413616116.055,48219734752.1845,45623490991.5407,47388395823.4044,52090320325.4736
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343063965.9182,126392308497.749,291383081231.82,281710095724.761,341105009515.333,370818747396.833,397558094269.877,420333333333.333,407339361695.577,401399422442.967,411755164832.674,455220920571.129
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,..,439543789.908305,4391333475.80501,3199550317.24639,3998696648.74331,5681940844.90278,6671047974.39218,5649813360.66395,4045377828.46133,3104426020.56392,2521007678.82629,2954620999.58441
